iter	RMSE
535	1.08899398
536	1.088886397
537	1.088779788
538	1.088648461
539	1.088482475
540	1.088381119
541	1.088267121
542	1.088226024
543	1.088083252
544	1.087955347
545	1.087801121
546	1.087703833
547	1.087526949
548	1.087403442
549	1.087319142
550	1.087183686
551	1.087019185
552	1.086886835
553	1.086770971
554	1.086635206
555	1.086528209
556	1.086443062
557	1.086310303
558	1.086184739
559	1.086050686
560	1.085949748
561	1.08581671
562	1.085702138
563	1.085542352
564	1.085451397
565	1.085266614
566	1.085216794
567	1.085102619
568	1.084997228
569	1.084877715
570	1.084812859
571	1.084676436
572	1.084576701
573	1.084428343
574	1.084311471
575	1.084167744
576	1.084067576
577	1.083872281
578	1.083680185
579	1.083482593
580	1.08333547
581	1.083151643
582	1.083035683
583	1.082850783
584	1.082683507
585	1.082569106
586	1.082440207
587	1.082309468
588	1.082166293
589	1.082083222
590	1.081929264
591	1.081762985
592	1.081637933
593	1.081458798
594	1.081333413
595	1.081176709
596	1.080996459
597	1.080843745
598	1.080625664
599	1.080485055
600	1.080260368
601	1.080147031
602	1.08004415
603	1.079899502
604	1.079752761
605	1.079649044
606	1.079489222
607	1.079381664
608	1.07925195
609	1.079090142
610	1.078971208
611	1.0788637
612	1.078723129
613	1.078617369
614	1.07850075
615	1.078441602
616	1.07832062
617	1.078176762
618	1.078062307
619	1.077916017
620	1.077772969
621	1.077612307
622	1.077450167
623	1.077235388
624	1.077061508
625	1.076951982
626	1.076779716
627	1.076631543
628	1.076497204
629	1.076491778
630	1.076312132
631	1.076220889
632	1.076114228
633	1.075989963
634	1.075908104
635	1.075813671
636	1.075656374
637	1.07553192
638	1.075438138
639	1.075291731
640	1.075173492
641	1.07509066
642	1.074951471
643	1.074733051
644	1.074600631
645	1.07444109
646	1.074298092
647	1.074160354
648	1.073988378
649	1.073840663
650	1.07367587
651	1.073573222
652	1.073432525
653	1.073312083
654	1.073185895
655	1.073073872
656	1.072911543
657	1.072726827
658	1.072543814
659	1.072400002
660	1.072330743
661	1.072229299
662	1.072072918
663	1.071881554
664	1.071755817
665	1.07160672
666	1.071528646
667	1.071397185
668	1.071208726
669	1.071124941
670	1.070989418
671	1.070922318
672	1.070819163
673	1.070656579
674	1.070605754
675	1.070507045
676	1.070365569
677	1.070287229
678	1.070185469
679	1.070113244
680	1.06996746
681	1.069756949
682	1.069675099
683	1.069547836
684	1.069446824
685	1.069321743
686	1.069215427
687	1.069140949
688	1.069139103
689	1.069051397
690	1.068993851
691	1.068816542
692	1.06867401
693	1.068552942
694	1.068466698
695	1.068284832
696	1.068178807
697	1.068029165
698	1.067908105
699	1.067765408
700	1.067586061
701	1.067480068
702	1.067417626
703	1.067294287
704	1.0671445
705	1.067000805
706	1.066876893
707	1.066738829
708	1.066590987
709	1.066489718
710	1.066373748
711	1.066250046
712	1.066120206
713	1.066017456
714	1.065869351
715	1.065755539
716	1.065638617
717	1.065524403
718	1.065428279
719	1.065328847
720	1.065305734
721	1.065130677
722	1.064964704
723	1.064784025
724	1.064664536
725	1.064571781
726	1.064491611
727	1.06436316
728	1.064207946
729	1.064112172
730	1.063981385
731	1.063873884
732	1.063729563
733	1.063567921
734	1.063417879
735	1.063321065
736	1.063238383
737	1.063105399
738	1.062953723
739	1.062784658
740	1.062623093
741	1.062501628
742	1.062354739
743	1.062213951
744	1.062119595
745	1.062041414
746	1.061915337
747	1.061783123
748	1.061740697
749	1.061625133
750	1.061463342
751	1.061346645
752	1.061234267
753	1.061139548
754	1.061040609
755	1.060923312
756	1.060844326
757	1.060679745
758	1.060539122
759	1.060391591
760	1.060252257
761	1.060180785
762	1.060102235
763	1.05990984
764	1.059770524
765	1.059648522
766	1.059638903
767	1.059477944
768	1.059356052
769	1.059263824
770	1.059096482
771	1.05898697
772	1.05888314
773	1.058766483
774	1.058736982
775	1.058611454
776	1.058496762
777	1.058313319
778	1.058206707
779	1.058099027
780	1.058037619
781	1.0578968
782	1.057831487
783	1.05766851
784	1.057512792
785	1.057434842
786	1.057253236
787	1.057141792
788	1.057053102
789	1.056887927
790	1.056728328
791	1.0565991
792	1.056482138
793	1.056325677
794	1.056151377
795	1.056020481
796	1.055929317
797	1.055790692
798	1.05567979
799	1.055537242
800	1.055376511
801	1.055282567
802	1.055176981
803	1.05505227
804	1.054912626
805	1.054792617
806	1.054658012
807	1.054522581
808	1.0543802
809	1.054314433
810	1.054204921
811	1.054014997
812	1.053855772
813	1.053760832
814	1.053608293
815	1.053471733
816	1.053455857
817	1.053315879
818	1.053305369
819	1.053191362
820	1.0530932
821	1.052974122
822	1.052833918
823	1.052751431
824	1.052623899
825	1.052514846
826	1.052404785
827	1.052292605
828	1.052197083
829	1.052136132
830	1.052012652
831	1.05191816
832	1.051818797
833	1.05167165
834	1.051554879
835	1.051448352
836	1.051245197
837	1.051189534
838	1.051100902
839	1.050952484
840	1.050790591
841	1.050692384
842	1.050560788
843	1.050428887
844	1.050337931
845	1.050150464
846	1.050006295
847	1.04990239
848	1.049813298
849	1.049680038
850	1.049526598
851	1.04939496
852	1.049290008
853	1.049156466
854	1.049068782
855	1.048979219
856	1.04889321
857	1.048793847
858	1.048659452
859	1.048591104
860	1.0485249
861	1.048436823
862	1.048333481
863	1.048235194
864	1.048059156
865	1.048026322
866	1.047894222
867	1.047834046
868	1.047692761
869	1.047509131
870	1.047460878
871	1.047380649
872	1.04728016
873	1.047159913
874	1.047032168
875	1.046946682
876	1.046793237
877	1.046683673
878	1.046581159
879	1.046528771
880	1.046374924
881	1.046233855
882	1.046149523
883	1.04600722
884	1.045909653
885	1.045835338
886	1.045762136
887	1.045642405
888	1.045504134
889	1.045414518
890	1.0453261
891	1.045177192
892	1.045078513
893	1.044918773
894	1.044908267
895	1.044781356
896	1.04469537
897	1.044517145
898	1.044507389
899	1.044425807
900	1.044285527
901	1.044087346
902	1.044013658
903	1.043951997
904	1.043829057
905	1.043709987
906	1.043640691
907	1.043495609
908	1.043365709
909	1.043263961
910	1.04313719
911	1.043011671
912	1.042925948
913	1.042813197
914	1.042697978
915	1.042561721
916	1.042471306
917	1.042462694
918	1.042350702
919	1.042252032
920	1.042233884
921	1.042116552
922	1.041996784
923	1.041879648
924	1.041730504
925	1.041556734
926	1.041429439
927	1.041315149
928	1.041252087
929	1.041180823
930	1.041036675
931	1.04091523
932	1.040788849
933	1.040713201
934	1.040535414
935	1.040410709
936	1.040354338
937	1.040222901
938	1.04008706
939	1.03999799
940	1.039870767
941	1.039770863
942	1.039617807
943	1.039508859
944	1.039418088
945	1.039409877
946	1.039249548
947	1.039175319
948	1.039029736
949	1.038928006
950	1.038830299
951	1.038731683
952	1.038651752
953	1.03853692
954	1.038426547
955	1.03829666
956	1.038188279
957	1.03806065
958	1.037957589
959	1.037878584
960	1.037733187
961	1.037653722
962	1.03754946
963	1.037401471
964	1.037329288
965	1.037211987
966	1.037102852
967	1.036991849
968	1.036898931
969	1.036812711
970	1.036667883
971	1.036613595
972	1.036440605
973	1.036348787
974	1.036287503
975	1.036187432
976	1.036090205
977	1.035991865
978	1.035912288
979	1.035836453
980	1.035749871
981	1.035580997
982	1.035545674
983	1.035454491
984	1.035332944
985	1.035325504
986	1.035216805
987	1.035214866
988	1.035099424
989	1.03502022
990	1.03489425
991	1.03484048
992	1.034755389
993	1.034646331
994	1.034546191
995	1.034466133
996	1.034352718
997	1.034255256
998	1.034108589
999	1.033959078
