iter	RMSE
569	1.081757679
570	1.081644221
571	1.081640913
572	1.08150504
573	1.081333832
574	1.081206978
575	1.081054402
576	1.080964679
577	1.080827367
578	1.080709165
579	1.08059026
580	1.080438781
581	1.080290564
582	1.080164428
583	1.08002628
584	1.079886368
585	1.079765691
586	1.079656617
587	1.079574573
588	1.079468851
589	1.079317356
590	1.079187821
591	1.079080765
592	1.078981399
593	1.078810669
594	1.078684993
595	1.078596172
596	1.078491052
597	1.078363559
598	1.078235746
599	1.078150483
600	1.078047591
601	1.077931614
602	1.077765476
603	1.077622647
604	1.077491833
605	1.077351407
606	1.077348357
607	1.077226641
608	1.077051437
609	1.076888981
610	1.076752621
611	1.076555268
612	1.076425942
613	1.076290316
614	1.076101642
615	1.075957788
616	1.075826124
617	1.075717077
618	1.075577839
619	1.075478667
620	1.075305804
621	1.075248014
622	1.075164126
623	1.07503313
624	1.074924877
625	1.074827049
626	1.074683114
627	1.074569985
628	1.074459645
629	1.074382409
630	1.074250741
631	1.074153082
632	1.074053058
633	1.073914764
634	1.073788549
635	1.073649124
636	1.073559622
637	1.073487478
638	1.073355768
639	1.073203922
640	1.073090881
641	1.072982597
642	1.072846055
643	1.072690801
644	1.072588433
645	1.072493635
646	1.072349447
647	1.072216343
648	1.072096386
649	1.071984822
650	1.071904035
651	1.071730492
652	1.071659247
653	1.071520484
654	1.071346542
655	1.071186548
656	1.071108954
657	1.070993062
658	1.070815516
659	1.070738196
660	1.070583108
661	1.0704803
662	1.070364487
663	1.070266659
664	1.070262896
665	1.070196928
666	1.070051252
667	1.069888559
668	1.069797095
669	1.069702069
670	1.069609139
671	1.069498564
672	1.069375822
673	1.069186179
674	1.069053573
675	1.068946613
676	1.068860028
677	1.068709389
678	1.068629635
679	1.06848948
680	1.068366464
681	1.06824898
682	1.068089798
683	1.06788007
684	1.067726865
685	1.067619488
686	1.067465147
687	1.067319887
688	1.067188924
689	1.067043886
690	1.066922436
691	1.066785703
692	1.066655776
693	1.066557359
694	1.066359621
695	1.066214387
696	1.066080948
697	1.065959166
698	1.06582737
699	1.065701737
700	1.065646773
701	1.065552697
702	1.065387187
703	1.065318887
704	1.065137131
705	1.065017195
706	1.064881153
707	1.064767897
708	1.064664729
709	1.064554049
710	1.064453497
711	1.06432755
712	1.064247373
713	1.064161422
714	1.064010882
715	1.063860854
716	1.063753414
717	1.063608033
718	1.063456858
719	1.063324369
720	1.06320613
721	1.063047254
722	1.062863346
723	1.062731783
724	1.062629365
725	1.062509146
726	1.062379987
727	1.062272183
728	1.062164049
729	1.062029146
730	1.061942677
731	1.061835063
732	1.061739542
733	1.061736952
734	1.061634279
735	1.061493715
736	1.061365391
737	1.061253662
738	1.06113031
739	1.06096962
740	1.06085309
741	1.060794889
742	1.060715994
743	1.060606184
744	1.060421261
745	1.060310574
746	1.060148521
747	1.060038005
748	1.059958227
749	1.059816534
750	1.059692551
751	1.059568827
752	1.05940935
753	1.059285689
754	1.059198884
755	1.059104574
756	1.058980243
757	1.058853424
758	1.058764108
759	1.058609166
760	1.058497935
761	1.05835659
762	1.058223984
763	1.058125046
764	1.057985545
765	1.057833948
766	1.057770245
767	1.057673029
768	1.057589376
769	1.057450583
770	1.05729411
771	1.057160924
772	1.057036664
773	1.056955026
774	1.056825535
775	1.056679561
776	1.056559936
777	1.05640677
778	1.056272702
779	1.056163123
780	1.056094889
781	1.055939763
782	1.055877828
783	1.055757488
784	1.055665875
785	1.05555921
786	1.055462388
787	1.055363343
788	1.055211044
789	1.055065461
790	1.054985873
791	1.054915952
792	1.054716367
793	1.054611574
794	1.054473765
795	1.054378161
796	1.05431058
797	1.054206558
798	1.054070073
799	1.054005401
800	1.053852174
801	1.05368885
802	1.053598142
803	1.053458241
804	1.053320349
805	1.053181134
806	1.053107869
807	1.052968436
808	1.052852101
809	1.05272539
810	1.052592053
811	1.052433552
812	1.052279452
813	1.052218599
814	1.052130109
815	1.051968525
816	1.051869424
817	1.051724653
818	1.051618107
819	1.051495783
820	1.051422367
821	1.051333984
822	1.05115364
823	1.051062095
824	1.050906562
825	1.05076305
826	1.050664527
827	1.050528085
828	1.050398413
829	1.050313957
830	1.050217741
831	1.050106443
832	1.049984099
833	1.04991781
834	1.049765417
835	1.049673639
836	1.049615556
837	1.049460204
838	1.049319867
839	1.049184762
840	1.049089447
841	1.048978019
842	1.048839102
843	1.048689342
844	1.04857639
845	1.048457846
846	1.048386763
847	1.048284821
848	1.04819587
849	1.048083838
850	1.047959886
851	1.047830104
852	1.047788133
853	1.047679335
854	1.047553682
855	1.047392515
856	1.047249608
857	1.047125474
858	1.047015719
859	1.046928143
860	1.046806129
861	1.046723165
862	1.046655341
863	1.046618682
864	1.04648758
865	1.046350913
866	1.046245799
867	1.046134839
868	1.045991337
869	1.045852833
870	1.045734309
871	1.045603867
872	1.045466021
873	1.04532834
874	1.04518386
875	1.045093586
876	1.04499921
877	1.044843278
878	1.044690877
879	1.044581635
880	1.044478459
881	1.044364019
882	1.044299705
883	1.044158591
884	1.044082786
885	1.044007364
886	1.04388288
887	1.043754371
888	1.043657687
889	1.043537411
890	1.043438999
891	1.043362048
892	1.043259472
893	1.043143291
894	1.043048547
895	1.042913073
896	1.042805323
897	1.042626575
898	1.042496325
899	1.042387917
900	1.042238322
901	1.042137375
902	1.042007043
903	1.041895365
904	1.041749569
905	1.041677985
906	1.041534275
907	1.041420398
908	1.041307564
909	1.041181642
910	1.041110797
911	1.040970676
912	1.04084393
913	1.040750691
914	1.040676151
915	1.04055816
916	1.040444656
917	1.040303749
918	1.0402063
919	1.040028492
920	1.039935554
921	1.039832075
922	1.039739021
923	1.039621481
924	1.039573369
925	1.039424964
926	1.03933841
927	1.039204132
928	1.039123045
929	1.039047573
930	1.038954985
931	1.038829836
932	1.038747741
933	1.038590009
934	1.038472403
935	1.038422258
936	1.038319677
937	1.038265741
938	1.038124032
939	1.038016783
940	1.037899786
941	1.03775805
942	1.037647705
943	1.037568932
944	1.037472169
945	1.037344006
946	1.037221169
947	1.03705361
948	1.036958162
949	1.036761388
950	1.036651682
951	1.036578654
952	1.036477785
953	1.036367821
954	1.036278021
955	1.036213562
956	1.036132521
957	1.036031871
958	1.035884558
959	1.035831313
960	1.035829404
961	1.035716958
962	1.035606663
963	1.035495452
964	1.035318639
965	1.035191126
966	1.035031946
967	1.034922358
968	1.034814817
969	1.034716648
970	1.034565447
971	1.034458696
972	1.034364187
973	1.034254454
974	1.034153713
975	1.034061704
976	1.033913013
977	1.033821061
978	1.033750017
979	1.033623231
980	1.03350737
981	1.033438292
982	1.033300391
983	1.033187761
984	1.033102528
985	1.032958606
986	1.03286418
987	1.032691202
988	1.032639256
989	1.032493501
990	1.032439123
991	1.032305198
992	1.032238896
993	1.0321354
994	1.032036849
995	1.031965073
996	1.031856442
997	1.031754443
998	1.031614146
999	1.031523364
